id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,churn,promotion_last_5years,dept,salary,sat_level_cluster,last_eval_cluster,avg_month_hr_cluster,satisfaction_level^1xlast_evaluation^1,satisfaction_level^1xnumber_project^1,satisfaction_level^1xaverage_montly_hours^1,satisfaction_level^1xtime_spend_company^1,last_evaluation^1xnumber_project^1,last_evaluation^1xaverage_montly_hours^1,last_evaluation^1xtime_spend_company^1,number_project^1xaverage_montly_hours^1,number_project^1xtime_spend_company^1,average_montly_hours^1xtime_spend_company^1
13809,0.76,0.72,3,263,3,0,0,0,product_mng,medium,satisfied,high performance,high hr,0.5472,2.2800000000000002,199.88,2.2800000000000002,2.16,189.35999999999999,2.16,789.0,9.0,789.0
13810,0.64,0.67,2,223,3,0,0,0,product_mng,medium,satisfied,average performance,med hr,0.4288,1.28,142.72,1.92,1.34,149.41,2.0100000000000002,446.0,6.0,669.0
13811,0.95,0.75,4,151,3,0,0,0,product_mng,medium,very satisfied,high performance,low hr,0.7124999999999999,3.8,143.45,2.8499999999999996,3.0,113.25,2.25,604.0,12.0,453.0
13812,0.53,0.66,3,191,3,0,0,0,IT,high,unsatisfied,average performance,med hr,0.34980000000000006,1.59,101.23,1.59,1.98,126.06,1.98,573.0,9.0,573.0
13813,0.59,0.5,2,162,2,0,0,0,management,high,satisfied,low performance,low hr,0.295,1.18,95.58,1.18,1.0,81.0,1.0,324.0,4.0,324.0
13814,0.69,0.86,5,195,6,0,0,0,management,high,satisfied,very high performance,med hr,0.5933999999999999,3.4499999999999997,134.54999999999998,4.14,4.3,167.7,5.16,975.0,30.0,1170.0
13815,0.5,0.49,4,222,3,0,0,0,management,high,unsatisfied,low performance,med hr,0.245,2.0,111.0,1.5,1.96,108.78,1.47,888.0,12.0,666.0
13816,0.89,0.96,3,179,8,0,0,0,management,high,very satisfied,very high performance,med hr,0.8543999999999999,2.67,159.31,7.12,2.88,171.84,7.68,537.0,24.0,1432.0
13817,0.56,0.39,3,106,8,0,0,0,management,high,unsatisfied,low performance,low hr,0.21840000000000004,1.6800000000000002,59.36000000000001,4.48,1.17,41.34,3.12,318.0,24.0,848.0
13818,0.77,0.68,3,214,8,1,0,0,management,high,satisfied,average performance,med hr,0.5236000000000001,2.31,164.78,6.16,2.04,145.52,5.44,642.0,24.0,1712.0
13819,0.15,0.75,3,259,8,1,0,0,marketing,high,very unsatisfied,high performance,high hr,0.11249999999999999,0.44999999999999996,38.85,1.2,2.25,194.25,6.0,777.0,24.0,2072.0
13820,0.88,0.58,3,145,8,0,0,0,sales,low,very satisfied,average performance,low hr,0.5104,2.64,127.6,7.04,1.7399999999999998,84.1,4.64,435.0,24.0,1160.0
13821,0.89,0.86,4,153,3,0,0,0,accounting,low,very satisfied,very high performance,low hr,0.7654,3.56,136.17000000000002,2.67,3.44,131.57999999999998,2.58,612.0,12.0,459.0
13822,0.65,0.52,2,117,10,1,0,0,support,low,satisfied,low performance,low hr,0.338,1.3,76.05,6.5,1.04,60.84,5.2,234.0,20.0,1170.0
13823,0.58,0.99,3,207,10,0,0,0,technical,low,satisfied,very high performance,med hr,0.5741999999999999,1.7399999999999998,120.05999999999999,5.8,2.9699999999999998,204.93,9.9,621.0,30.0,2070.0
13824,0.56,0.85,3,265,10,1,0,0,management,low,unsatisfied,high performance,high hr,0.47600000000000003,1.6800000000000002,148.4,5.6000000000000005,2.55,225.25,8.5,795.0,30.0,2650.0
13825,0.25,0.72,5,279,8,0,0,0,marketing,low,very unsatisfied,high performance,high hr,0.18,1.25,69.75,2.0,3.5999999999999996,200.88,5.76,1395.0,40.0,2232.0
13826,0.87,0.89,4,225,8,0,0,0,marketing,low,very satisfied,very high performance,med hr,0.7743,3.48,195.75,6.96,3.56,200.25,7.12,900.0,32.0,1800.0
13827,0.62,0.4,3,158,8,1,0,0,marketing,low,satisfied,low performance,low hr,0.248,1.8599999999999999,97.96,4.96,1.2000000000000002,63.2,3.2,474.0,24.0,1264.0
13828,0.72,0.75,4,211,4,0,0,0,sales,medium,satisfied,high performance,med hr,0.54,2.88,151.92,2.88,3.0,158.25,3.0,844.0,16.0,844.0
13829,0.49,0.94,4,175,3,0,0,0,sales,medium,unsatisfied,very high performance,med hr,0.46059999999999995,1.96,85.75,1.47,3.76,164.5,2.82,700.0,12.0,525.0
13830,0.57,0.91,4,224,10,0,0,0,sales,medium,satisfied,very high performance,med hr,0.5186999999999999,2.28,127.67999999999999,5.699999999999999,3.64,203.84,9.1,896.0,40.0,2240.0
13831,0.63,0.65,3,190,10,0,0,0,sales,medium,satisfied,average performance,med hr,0.40950000000000003,1.8900000000000001,119.7,6.3,1.9500000000000002,123.5,6.5,570.0,30.0,1900.0
13832,0.91,0.63,5,240,7,0,0,0,sales,medium,very satisfied,average performance,high hr,0.5733,4.55,218.4,6.37,3.15,151.2,4.41,1200.0,35.0,1680.0
13833,0.7,0.68,5,225,7,0,0,0,sales,medium,satisfied,average performance,med hr,0.476,3.5,157.5,4.8999999999999995,3.4000000000000004,153.0,4.760000000000001,1125.0,35.0,1575.0
13834,0.66,0.95,5,192,7,0,0,0,sales,medium,satisfied,very high performance,med hr,0.627,3.3000000000000003,126.72,4.62,4.75,182.39999999999998,6.6499999999999995,960.0,35.0,1344.0
13835,0.77,0.48,5,262,7,0,0,0,IT,medium,satisfied,low performance,high hr,0.3696,3.85,201.74,5.390000000000001,2.4,125.75999999999999,3.36,1310.0,35.0,1834.0
13836,0.68,0.97,3,250,3,1,0,0,product_mng,medium,satisfied,very high performance,high hr,0.6596000000000001,2.04,170.0,2.04,2.91,242.5,2.91,750.0,9.0,750.0
13837,0.34,0.46,3,155,10,0,0,0,product_mng,medium,unsatisfied,low performance,low hr,0.1564,1.02,52.7,3.4000000000000004,1.3800000000000001,71.3,4.6000000000000005,465.0,30.0,1550.0
13838,0.97,0.64,4,238,10,1,0,0,product_mng,medium,very satisfied,average performance,high hr,0.6208,3.88,230.85999999999999,9.7,2.56,152.32,6.4,952.0,40.0,2380.0
13839,0.57,0.75,4,249,10,0,0,0,product_mng,medium,satisfied,high performance,high hr,0.4275,2.28,141.92999999999998,5.699999999999999,3.0,186.75,7.5,996.0,40.0,2490.0
13840,0.66,0.65,3,272,10,0,0,0,IT,medium,satisfied,average performance,high hr,0.42900000000000005,1.98,179.52,6.6000000000000005,1.9500000000000002,176.8,6.5,816.0,30.0,2720.0
13841,0.68,0.67,4,162,10,0,0,0,management,high,satisfied,average performance,low hr,0.45560000000000006,2.72,110.16000000000001,6.800000000000001,2.68,108.54,6.7,648.0,40.0,1620.0
13842,0.49,0.78,4,254,10,0,0,0,management,high,unsatisfied,high performance,high hr,0.3822,1.96,124.46,4.9,3.12,198.12,7.800000000000001,1016.0,40.0,2540.0
13843,0.72,0.66,4,184,3,0,0,0,management,high,satisfied,average performance,med hr,0.4752,2.88,132.48,2.16,2.64,121.44000000000001,1.98,736.0,12.0,552.0
13844,0.77,0.89,4,269,10,0,0,0,management,high,satisfied,very high performance,high hr,0.6853,3.08,207.13,7.7,3.56,239.41,8.9,1076.0,40.0,2690.0
13845,0.77,0.73,3,201,10,0,0,0,management,high,satisfied,high performance,med hr,0.5621,2.31,154.77,7.7,2.19,146.73,7.3,603.0,30.0,2010.0
13846,0.59,0.73,4,247,10,0,0,0,management,high,satisfied,high performance,high hr,0.43069999999999997,2.36,145.73,5.8999999999999995,2.92,180.31,7.3,988.0,40.0,2470.0
13847,0.41,0.67,6,221,10,0,0,0,marketing,medium,unsatisfied,average performance,med hr,0.2747,2.46,90.61,4.1,4.0200000000000005,148.07000000000002,6.7,1326.0,60.0,2210.0
13848,0.94,0.64,5,247,10,0,0,0,sales,medium,very satisfied,average performance,high hr,0.6016,4.699999999999999,232.17999999999998,9.399999999999999,3.2,158.08,6.4,1235.0,50.0,2470.0
13849,0.91,0.61,4,135,10,0,0,0,accounting,medium,very satisfied,average performance,low hr,0.5551,3.64,122.85000000000001,9.1,2.44,82.35,6.1,540.0,40.0,1350.0
13850,0.7,0.84,3,260,4,1,0,0,support,medium,satisfied,high performance,high hr,0.588,2.0999999999999996,182.0,2.8,2.52,218.4,3.36,780.0,12.0,1040.0
13851,0.51,0.52,3,188,3,0,0,0,technical,high,unsatisfied,low performance,med hr,0.2652,1.53,95.88,1.53,1.56,97.76,1.56,564.0,9.0,564.0
13852,0.22,0.7,4,159,5,0,0,0,management,low,very unsatisfied,average performance,low hr,0.154,0.88,34.98,1.1,2.8,111.3,3.5,636.0,20.0,795.0
13853,0.69,0.65,3,153,2,0,0,0,marketing,medium,satisfied,average performance,low hr,0.44849999999999995,2.07,105.57,1.38,1.9500000000000002,99.45,1.3,459.0,6.0,306.0
13854,0.2,0.68,5,167,7,0,0,0,marketing,medium,very unsatisfied,average performance,low hr,0.136,1.0,33.4,1.4000000000000001,3.4000000000000004,113.56,4.760000000000001,835.0,35.0,1169.0
13855,0.9,0.85,3,158,7,0,0,0,marketing,medium,very satisfied,high performance,low hr,0.765,2.7,142.20000000000002,6.3,2.55,134.29999999999998,5.95,474.0,21.0,1106.0
13856,0.76,0.85,3,180,7,0,0,0,sales,medium,satisfied,high performance,med hr,0.646,2.2800000000000002,136.8,5.32,2.55,153.0,5.95,540.0,21.0,1260.0
13857,0.88,0.51,3,211,7,0,0,0,sales,medium,very satisfied,low performance,med hr,0.44880000000000003,2.64,185.68,6.16,1.53,107.61,3.5700000000000003,633.0,21.0,1477.0
13858,0.31,0.63,4,104,7,1,0,0,sales,medium,unsatisfied,average performance,low hr,0.1953,1.24,32.24,2.17,2.52,65.52,4.41,416.0,28.0,728.0
13859,0.17,0.66,6,174,3,0,0,0,sales,medium,very unsatisfied,average performance,low hr,0.11220000000000001,1.02,29.580000000000002,0.51,3.96,114.84,1.98,1044.0,18.0,522.0
13860,0.91,0.77,3,195,7,0,0,0,sales,medium,very satisfied,high performance,med hr,0.7007,2.73,177.45000000000002,6.37,2.31,150.15,5.390000000000001,585.0,21.0,1365.0
13861,0.97,0.38,5,211,7,1,0,0,sales,medium,very satisfied,low performance,med hr,0.3686,4.85,204.67,6.79,1.9,80.18,2.66,1055.0,35.0,1477.0
13862,0.61,0.77,5,232,7,0,0,0,sales,medium,satisfied,high performance,high hr,0.4697,3.05,141.52,4.27,3.85,178.64000000000001,5.390000000000001,1160.0,35.0,1624.0
13863,0.74,0.67,5,216,3,0,0,0,sales,low,satisfied,average performance,med hr,0.4958,3.7,159.84,2.2199999999999998,3.35,144.72,2.0100000000000002,1080.0,15.0,648.0
13864,0.65,0.82,5,265,3,0,0,0,IT,low,satisfied,high performance,high hr,0.533,3.25,172.25,1.9500000000000002,4.1,217.29999999999998,2.46,1325.0,15.0,795.0
13865,0.87,0.73,5,184,3,0,0,0,product_mng,low,very satisfied,high performance,med hr,0.6351,4.35,160.08,2.61,3.65,134.32,2.19,920.0,15.0,552.0
13866,0.56,0.71,5,244,3,0,0,0,product_mng,low,unsatisfied,average performance,high hr,0.3976,2.8000000000000003,136.64000000000001,1.6800000000000002,3.55,173.23999999999998,2.13,1220.0,15.0,732.0
13867,0.78,0.69,4,202,3,0,0,0,product_mng,low,satisfied,average performance,med hr,0.5382,3.12,157.56,2.34,2.76,139.38,2.07,808.0,12.0,606.0
13868,0.73,0.57,3,146,2,0,0,0,product_mng,low,satisfied,low performance,low hr,0.41609999999999997,2.19,106.58,1.46,1.71,83.22,1.14,438.0,6.0,292.0
13869,0.66,0.78,4,161,6,0,0,0,IT,low,satisfied,high performance,low hr,0.5148,2.64,106.26,3.96,3.12,125.58,4.68,644.0,24.0,966.0
13870,0.15,0.81,5,280,3,1,0,0,RandD,high,very unsatisfied,high performance,high hr,0.1215,0.75,42.0,0.44999999999999996,4.050000000000001,226.8,2.43,1400.0,15.0,840.0
13871,0.52,0.69,5,208,8,1,0,0,RandD,low,unsatisfied,average performance,med hr,0.3588,2.6,108.16,4.16,3.4499999999999997,143.51999999999998,5.52,1040.0,40.0,1664.0
13872,0.44,0.66,6,134,8,0,0,0,RandD,high,unsatisfied,average performance,low hr,0.2904,2.64,58.96,3.52,3.96,88.44,5.28,804.0,48.0,1072.0
13873,0.7,0.7,3,162,8,0,0,0,RandD,high,satisfied,average performance,low hr,0.48999999999999994,2.0999999999999996,113.39999999999999,5.6,2.0999999999999996,113.39999999999999,5.6,486.0,24.0,1296.0
13874,0.63,0.52,5,209,8,1,0,0,RandD,low,satisfied,low performance,med hr,0.3276,3.15,131.67,5.04,2.6,108.68,4.16,1045.0,40.0,1672.0
13875,0.89,0.59,3,265,8,0,0,0,RandD,low,very satisfied,average performance,high hr,0.5251,2.67,235.85,7.12,1.77,156.35,4.72,795.0,24.0,2120.0
13876,0.96,0.85,4,173,3,0,0,0,marketing,high,very satisfied,high performance,low hr,0.816,3.84,166.07999999999998,2.88,3.4,147.04999999999998,2.55,692.0,12.0,519.0
13877,0.98,0.99,4,261,10,1,0,0,sales,low,very satisfied,very high performance,high hr,0.9702,3.92,255.78,9.8,3.96,258.39,9.9,1044.0,40.0,2610.0
13878,0.62,0.82,3,204,10,0,0,0,accounting,medium,satisfied,high performance,med hr,0.5084,1.8599999999999999,126.48,6.2,2.46,167.28,8.2,612.0,30.0,2040.0
13879,0.62,0.73,3,144,10,1,0,0,support,high,satisfied,high performance,low hr,0.4526,1.8599999999999999,89.28,6.2,2.19,105.12,7.3,432.0,30.0,1440.0
13880,0.69,0.43,5,113,8,0,0,0,technical,medium,satisfied,low performance,low hr,0.29669999999999996,3.4499999999999997,77.97,5.52,2.15,48.589999999999996,3.44,565.0,40.0,904.0
13881,0.5,0.91,4,144,8,0,0,0,management,medium,unsatisfied,very high performance,low hr,0.455,2.0,72.0,4.0,3.64,131.04,7.28,576.0,32.0,1152.0
13882,0.71,0.93,5,140,8,0,0,0,marketing,medium,satisfied,very high performance,low hr,0.6603,3.55,99.39999999999999,5.68,4.65,130.20000000000002,7.44,700.0,40.0,1120.0
13883,0.5,0.68,3,245,4,0,0,0,marketing,medium,unsatisfied,average performance,high hr,0.34,1.5,122.5,2.0,2.04,166.60000000000002,2.72,735.0,12.0,980.0
13884,0.93,0.6,3,188,3,0,0,0,marketing,high,very satisfied,average performance,med hr,0.558,2.79,174.84,2.79,1.7999999999999998,112.8,1.7999999999999998,564.0,9.0,564.0
13885,0.95,0.77,5,199,10,1,0,0,sales,medium,very satisfied,high performance,med hr,0.7314999999999999,4.75,189.04999999999998,9.5,3.85,153.23,7.7,995.0,50.0,1990.0
13886,0.17,0.61,6,154,10,1,0,0,sales,medium,very unsatisfied,average performance,low hr,0.1037,1.02,26.180000000000003,1.7000000000000002,3.66,93.94,6.1,924.0,60.0,1540.0
13887,0.92,0.68,4,138,7,0,0,0,sales,medium,very satisfied,average performance,low hr,0.6256,3.68,126.96000000000001,6.44,2.72,93.84,4.760000000000001,552.0,28.0,966.0
13888,0.64,0.48,3,147,7,0,0,0,sales,high,satisfied,low performance,low hr,0.3072,1.92,94.08,4.48,1.44,70.56,3.36,441.0,21.0,1029.0
13889,0.27,0.42,6,173,7,0,0,0,sales,medium,very unsatisfied,low performance,low hr,0.1134,1.62,46.71,1.8900000000000001,2.52,72.66,2.94,1038.0,42.0,1211.0
13890,0.66,0.87,3,223,7,0,0,0,sales,high,satisfied,very high performance,med hr,0.5742,1.98,147.18,4.62,2.61,194.01,6.09,669.0,21.0,1561.0
13891,0.59,0.69,3,200,3,0,0,0,sales,low,satisfied,average performance,med hr,0.40709999999999996,1.77,118.0,1.77,2.07,138.0,2.07,600.0,9.0,600.0
13892,0.93,0.98,4,189,10,0,0,0,sales,medium,very satisfied,very high performance,med hr,0.9114,3.72,175.77,9.3,3.92,185.22,9.8,756.0,40.0,1890.0
13893,0.58,0.67,5,133,10,0,0,0,technical,medium,satisfied,average performance,low hr,0.3886,2.9,77.14,5.8,3.35,89.11,6.7,665.0,50.0,1330.0
13894,0.96,0.6,3,160,10,0,0,0,support,medium,very satisfied,average performance,low hr,0.576,2.88,153.6,9.6,1.7999999999999998,96.0,6.0,480.0,30.0,1600.0
13895,0.69,0.85,3,153,10,0,0,0,support,medium,satisfied,high performance,low hr,0.5864999999999999,2.07,105.57,6.8999999999999995,2.55,130.04999999999998,8.5,459.0,30.0,1530.0
13896,0.41,0.38,4,142,10,1,0,0,support,low,unsatisfied,low performance,low hr,0.1558,1.64,58.22,4.1,1.52,53.96,3.8,568.0,40.0,1420.0
13897,0.36,0.41,3,167,10,0,0,0,support,low,unsatisfied,low performance,low hr,0.14759999999999998,1.08,60.12,3.5999999999999996,1.23,68.47,4.1,501.0,30.0,1670.0
13898,0.71,0.78,4,227,2,0,0,0,support,low,satisfied,high performance,med hr,0.5538,2.84,161.17,1.42,3.12,177.06,1.56,908.0,8.0,454.0
13899,0.94,0.9,4,144,4,0,0,0,support,low,very satisfied,very high performance,low hr,0.846,3.76,135.35999999999999,3.76,3.6,129.6,3.6,576.0,16.0,576.0
13900,0.51,0.76,4,140,3,0,0,0,support,low,unsatisfied,high performance,low hr,0.3876,2.04,71.4,1.53,3.04,106.4,2.2800000000000002,560.0,12.0,420.0
13901,0.83,0.48,4,220,3,1,0,0,support,low,very satisfied,low performance,med hr,0.3984,3.32,182.6,2.4899999999999998,1.92,105.6,1.44,880.0,12.0,660.0
13902,0.22,0.62,3,180,3,0,0,0,support,low,very unsatisfied,average performance,med hr,0.1364,0.66,39.6,0.66,1.8599999999999999,111.6,1.8599999999999999,540.0,9.0,540.0
13903,0.66,0.89,4,173,4,0,0,0,support,low,satisfied,very high performance,low hr,0.5874,2.64,114.18,2.64,3.56,153.97,3.56,692.0,16.0,692.0
13904,0.14,0.58,3,179,5,0,0,0,support,low,very unsatisfied,average performance,med hr,0.08120000000000001,0.42000000000000004,25.060000000000002,0.7000000000000001,1.7399999999999998,103.82,2.9,537.0,15.0,895.0
13905,0.16,0.96,5,137,5,1,0,0,technical,low,very unsatisfied,very high performance,low hr,0.1536,0.8,21.92,0.8,4.8,131.51999999999998,4.8,685.0,25.0,685.0
13906,0.81,0.78,3,165,3,0,0,0,technical,high,very satisfied,high performance,low hr,0.6318,2.43,133.65,2.43,2.34,128.70000000000002,2.34,495.0,9.0,495.0
13907,0.73,0.94,3,177,3,0,0,0,technical,low,satisfied,very high performance,med hr,0.6861999999999999,2.19,129.21,2.19,2.82,166.38,2.82,531.0,9.0,531.0
13908,0.7,0.58,5,168,3,0,0,0,management,low,satisfied,average performance,low hr,0.40599999999999997,3.5,117.6,2.0999999999999996,2.9,97.44,1.7399999999999998,840.0,15.0,504.0
13909,0.62,0.73,3,245,4,0,0,0,IT,low,satisfied,high performance,high hr,0.4526,1.8599999999999999,151.9,2.48,2.19,178.85,2.92,735.0,12.0,980.0
13910,0.5,0.83,5,258,2,0,0,0,IT,low,unsatisfied,high performance,high hr,0.415,2.5,129.0,1.0,4.1499999999999995,214.14,1.66,1290.0,10.0,516.0
13911,0.7,0.88,3,159,2,0,0,0,IT,high,satisfied,very high performance,low hr,0.616,2.0999999999999996,111.3,1.4,2.64,139.92,1.76,477.0,6.0,318.0
13912,0.53,0.73,3,163,3,1,0,0,IT,low,unsatisfied,high performance,low hr,0.3869,1.59,86.39,1.59,2.19,118.99,2.19,489.0,9.0,489.0
13913,0.87,0.9,3,174,2,0,0,0,IT,low,very satisfied,very high performance,low hr,0.783,2.61,151.38,1.74,2.7,156.6,1.8,522.0,6.0,348.0
13914,0.59,0.6,3,214,2,1,0,0,product_mng,low,satisfied,average performance,med hr,0.354,1.77,126.25999999999999,1.18,1.7999999999999998,128.4,1.2,642.0,6.0,428.0
13915,0.94,0.67,4,191,3,1,0,0,product_mng,high,very satisfied,average performance,med hr,0.6298,3.76,179.54,2.82,2.68,127.97000000000001,2.0100000000000002,764.0,12.0,573.0
13916,0.2,0.53,5,272,5,0,0,0,product_mng,low,very unsatisfied,low performance,high hr,0.10600000000000001,1.0,54.400000000000006,1.0,2.6500000000000004,144.16,2.6500000000000004,1360.0,25.0,1360.0
13917,0.42,0.44,3,183,2,0,0,0,product_mng,medium,unsatisfied,low performance,med hr,0.1848,1.26,76.86,0.84,1.32,80.52,0.88,549.0,6.0,366.0
13918,0.43,0.66,4,135,2,0,0,0,IT,high,unsatisfied,average performance,low hr,0.2838,1.72,58.05,0.86,2.64,89.10000000000001,1.32,540.0,8.0,270.0
13919,0.43,0.76,6,154,2,0,0,0,management,high,unsatisfied,high performance,low hr,0.3268,2.58,66.22,0.86,4.5600000000000005,117.04,1.52,924.0,12.0,308.0
13920,0.77,0.86,5,238,3,0,0,0,management,high,satisfied,very high performance,high hr,0.6622,3.85,183.26,2.31,4.3,204.68,2.58,1190.0,15.0,714.0
13921,0.76,0.98,2,235,3,0,0,0,management,high,satisfied,very high performance,high hr,0.7448,1.52,178.6,2.2800000000000002,1.96,230.29999999999998,2.94,470.0,6.0,705.0
13922,0.82,0.9,3,215,4,0,0,0,management,high,very satisfied,very high performance,med hr,0.738,2.46,176.29999999999998,3.28,2.7,193.5,3.6,645.0,12.0,860.0
13923,0.75,0.66,5,234,2,0,0,0,management,high,satisfied,average performance,high hr,0.495,3.75,175.5,1.5,3.3000000000000003,154.44,1.32,1170.0,10.0,468.0
13924,0.63,0.98,4,187,3,0,0,0,management,high,satisfied,very high performance,med hr,0.6174,2.52,117.81,1.8900000000000001,3.92,183.26,2.94,748.0,12.0,561.0
13925,0.51,0.75,3,133,3,0,0,0,sales,medium,unsatisfied,high performance,low hr,0.3825,1.53,67.83,1.53,2.25,99.75,2.25,399.0,9.0,399.0
13926,0.23,0.7,3,123,5,0,0,0,sales,medium,very unsatisfied,average performance,low hr,0.161,0.6900000000000001,28.290000000000003,1.1500000000000001,2.0999999999999996,86.1,3.5,369.0,15.0,615.0
13927,0.77,0.58,4,202,3,0,0,0,sales,medium,satisfied,average performance,med hr,0.4466,3.08,155.54,2.31,2.32,117.16,1.7399999999999998,808.0,12.0,606.0
13928,0.54,0.63,4,140,3,0,0,0,sales,medium,unsatisfied,average performance,low hr,0.3402,2.16,75.60000000000001,1.62,2.52,88.2,1.8900000000000001,560.0,12.0,420.0
13929,0.63,0.85,4,182,3,1,0,0,sales,high,satisfied,high performance,med hr,0.5355,2.52,114.66,1.8900000000000001,3.4,154.7,2.55,728.0,12.0,546.0
13930,0.55,0.45,3,179,2,1,0,0,sales,low,unsatisfied,low performance,med hr,0.24750000000000003,1.6500000000000001,98.45,1.1,1.35,80.55,0.9,537.0,6.0,358.0
13931,0.31,0.63,3,150,3,1,0,0,sales,medium,unsatisfied,average performance,low hr,0.1953,0.9299999999999999,46.5,0.9299999999999999,1.8900000000000001,94.5,1.8900000000000001,450.0,9.0,450.0
13932,0.98,0.74,4,151,3,0,0,0,sales,medium,very satisfied,high performance,low hr,0.7252,3.92,147.98,2.94,2.96,111.74,2.2199999999999998,604.0,12.0,453.0
13933,0.16,0.95,6,117,7,0,0,0,sales,medium,very unsatisfied,very high performance,low hr,0.152,0.96,18.72,1.12,5.699999999999999,111.14999999999999,6.6499999999999995,702.0,42.0,819.0
13934,0.54,0.78,3,156,7,0,0,0,sales,medium,unsatisfied,high performance,low hr,0.4212,1.62,84.24000000000001,3.7800000000000002,2.34,121.68,5.46,468.0,21.0,1092.0
13935,0.73,0.48,3,211,7,0,0,0,sales,medium,satisfied,low performance,med hr,0.3504,2.19,154.03,5.109999999999999,1.44,101.28,3.36,633.0,21.0,1477.0
13936,0.16,0.63,6,286,7,0,0,1,sales,medium,very unsatisfied,average performance,high hr,0.1008,0.96,45.76,1.12,3.7800000000000002,180.18,4.41,1716.0,42.0,2002.0
13937,0.57,0.82,5,233,7,0,0,1,sales,medium,satisfied,high performance,high hr,0.4673999999999999,2.8499999999999996,132.81,3.9899999999999998,4.1,191.06,5.739999999999999,1165.0,35.0,1631.0
13938,0.88,0.88,4,222,3,1,0,1,sales,medium,very satisfied,very high performance,med hr,0.7744,3.52,195.36,2.64,3.52,195.36,2.64,888.0,12.0,666.0
13939,0.95,0.81,4,258,7,0,0,1,sales,medium,very satisfied,high performance,high hr,0.7695,3.8,245.1,6.6499999999999995,3.24,208.98000000000002,5.67,1032.0,28.0,1806.0
13940,0.93,0.7,5,231,7,0,0,1,sales,high,very satisfied,average performance,high hr,0.651,4.65,214.83,6.510000000000001,3.5,161.7,4.8999999999999995,1155.0,35.0,1617.0
13941,0.91,0.58,3,220,7,0,0,1,sales,low,very satisfied,average performance,med hr,0.5277999999999999,2.73,200.20000000000002,6.37,1.7399999999999998,127.6,4.06,660.0,21.0,1540.0
13942,0.77,0.82,4,134,3,0,0,1,sales,low,satisfied,high performance,low hr,0.6314,3.08,103.18,2.31,3.28,109.88,2.46,536.0,12.0,402.0
13943,0.24,0.94,6,141,3,1,0,0,sales,low,very unsatisfied,very high performance,low hr,0.22559999999999997,1.44,33.839999999999996,0.72,5.64,132.54,2.82,846.0,18.0,423.0
13944,0.74,0.74,5,160,3,1,0,0,sales,high,satisfied,high performance,low hr,0.5476,3.7,118.4,2.2199999999999998,3.7,118.4,2.2199999999999998,800.0,15.0,480.0
13945,0.53,0.59,4,259,3,0,0,0,sales,low,unsatisfied,average performance,high hr,0.3127,2.12,137.27,1.59,2.36,152.81,1.77,1036.0,12.0,777.0
13946,0.89,0.77,5,232,3,0,0,0,sales,low,very satisfied,high performance,high hr,0.6853,4.45,206.48,2.67,3.85,178.64000000000001,2.31,1160.0,15.0,696.0
13947,0.23,0.77,5,272,2,0,0,0,sales,low,very unsatisfied,high performance,high hr,0.1771,1.1500000000000001,62.56,0.46,3.85,209.44,1.54,1360.0,10.0,544.0
13948,0.69,0.66,3,215,6,0,0,0,sales,high,satisfied,average performance,med hr,0.45539999999999997,2.07,148.35,4.14,1.98,141.9,3.96,645.0,18.0,1290.0
13949,0.52,0.72,4,222,3,0,0,0,sales,low,unsatisfied,high performance,med hr,0.3744,2.08,115.44,1.56,2.88,159.84,2.16,888.0,12.0,666.0
13950,0.9,0.58,3,244,8,0,0,0,sales,low,very satisfied,average performance,high hr,0.522,2.7,219.6,7.2,1.7399999999999998,141.51999999999998,4.64,732.0,24.0,1952.0
13951,0.92,0.63,5,224,8,1,0,0,sales,low,very satisfied,average performance,med hr,0.5796,4.6000000000000005,206.08,7.36,3.15,141.12,5.04,1120.0,40.0,1792.0
13952,0.72,0.59,5,200,8,1,0,0,sales,low,satisfied,average performance,med hr,0.42479999999999996,3.5999999999999996,144.0,5.76,2.9499999999999997,118.0,4.72,1000.0,40.0,1600.0
13953,0.92,0.61,4,143,8,0,0,0,sales,low,very satisfied,average performance,low hr,0.5612,3.68,131.56,7.36,2.44,87.23,4.88,572.0,32.0,1144.0
13954,0.79,0.86,5,238,8,0,0,0,sales,low,very satisfied,very high performance,high hr,0.6794,3.95,188.02,6.32,4.3,204.68,6.88,1190.0,40.0,1904.0
13955,0.48,0.89,4,145,3,0,0,0,sales,low,unsatisfied,very high performance,low hr,0.42719999999999997,1.92,69.6,1.44,3.56,129.05,2.67,580.0,12.0,435.0
13956,0.27,0.76,4,108,10,0,0,0,sales,medium,very unsatisfied,high performance,low hr,0.20520000000000002,1.08,29.160000000000004,2.7,3.04,82.08,7.6,432.0,40.0,1080.0
13957,0.67,0.49,3,247,10,0,0,0,sales,medium,satisfied,low performance,high hr,0.32830000000000004,2.0100000000000002,165.49,6.7,1.47,121.03,4.9,741.0,30.0,2470.0
13958,0.48,0.7,3,213,10,0,0,0,sales,medium,unsatisfied,average performance,med hr,0.33599999999999997,1.44,102.24,4.8,2.0999999999999996,149.1,7.0,639.0,30.0,2130.0
13959,0.99,0.6,4,209,8,1,0,0,IT,medium,very satisfied,average performance,med hr,0.594,3.96,206.91,7.92,2.4,125.39999999999999,4.8,836.0,32.0,1672.0
